Id,Form,Character,Gender,RoleType,City,Territory
0450,Da capo,Didone,Male,Prima donna,Rome,Italy
0451,Da capo,Cherinto,Male,Secondo uomo,Naples,Italy
0452,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0453,Dal segno,Creusa,Male,Seconda donna,Naples,Italy
0454,Da capo,Timante,Male,Primo soprano,Naples,Italy
0455,AB,Enea,Male,Primo soprano,Breslau,Empire
0456,Da capo,Demofoonte,Male,Tenore,Naples,Italy
0457,Da capo,Matusio,Male,Parte ultima,Naples,Italy
0458,Da capo,Cherinto,Male,Secondo uomo,Naples,Italy
0459,Da capo,Creusa,Male,Seconda donna,Naples,Italy
0460,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Naples,Italy
0461,Da capo,Cherinto,Male,Secondo uomo,Naples,Italy
0462,Da capo,Matusio,Male,Parte ultima,Naples,Italy
0463,Da capo,Matusio,Male,Parte ultima,Padua,Italy
0464,Da capo,Dircea,Male,Prima donna,Padua,Italy
0465,Da capo,Demofoonte,Male,Tenore,Padua,Italy
0466,ABA,Dircea,Male,Prima donna,Naples,Italy
0467,ABA,Creusa,Male,Seconda donna,Naples,Italy
0468,ABCB,Osmida,Male,Parte ultima,Breslau,Empire
0469,Da capo,Demofoonte,Male,Tenore,Naples,Italy
0470,Da capo,Dircea,Male,Prima donna,Naples,Italy
0471,Da capo,Dircea,Male,Prima donna,Naples,Italy
0472,AA ,Didone,Male,Prima donna,Naples,Italy
0473,Da capo,Enea,Male,Primo soprano,Hamburg,Empire
0474,Da capo,Dircea,Male,Prima donna,Hamburg,Empire
0475,Da capo,Timante,Male,Primo soprano,Padua,Italy
0476,Da capo,Creusa,Male,Seconda donna,Padua,Italy
0477,Da capo,Cherinto,Male,Secondo uomo,Padua,Italy
0478,Dal segno,Matusio,Male,Parte ultima,Venice,Italy
0479,Dal segno,Dircea,Male,Prima donna,Venice,Italy
0480,Dal segno,Adrasto,Male,Settima parte,Venice,Italy
0481,Dal segno,Demofoonte,Male,Tenore,Venice,Italy
0482,Dal segno,Timante,Male,Primo soprano,Venice,Italy
0483,Dal segno,Cherinto,Male,Secondo uomo,Venice,Italy
0484,AB,"Didone,Enea",Male&Male,"Prima donna,Primo soprano",Breslau,Empire
0485,Dal segno,Selene,Male,Seconda donna,,
0486,ABA,Timante,Male,Primo soprano,Naples,Italy
0487,ABA,Matusio,Male,Parte ultima,Naples,Italy
0488,Dal segno,Enea,Male,Primo soprano,,
0489,ABA,Cherinto,Male,Secondo uomo,Naples,Italy
0490,ABA,Demofoonte,Male,Tenore,Naples,Italy
0491,ABA,Demofoonte,Male,Tenore,Naples,Italy
0492,ABA,Dircea,Male,Prima donna,Naples,Italy
0493,Dal segno,Selene,Male,Seconda donna,,
0494,Dal segno,Creusa,Male,Seconda donna,Venice,Italy
0495,Dal segno,Cherinto,Male,Secondo uomo,Venice,Italy
0496,Da capo,Dircea,Male,Prima donna,Venice,Italy
0497,Dal segno,Timante,Male,Primo soprano,Venice,Italy
0498,Dal segno,Creusa,Male,Seconda donna,Venice,Italy
0499,Dal segno,Timante,Male,Primo soprano,Venice,Italy
0500,Da capo,Dircea,Male,Prima donna,Padua,Italy
0501,Da capo,Timante,Male,Primo soprano,Padua,Italy
0502,Da capo,Matusio,Male,Parte ultima,Padua,Italy
0503,Dal segno,Demofoonte,Male,Tenore,Venice,Italy
0504,Dal segno,Matusio,Male,Parte ultima,Venice,Italy
0505,ABA,Adrasto,Male,Settima parte,Naples,Italy
0506,Dal segno,Didone,Male,Prima donna,,
0507,Da capo,Timante,Male,Primo soprano,Padua,Italy
0508,Da capo,Demofoonte,Male,Tenore,Padua,Italy
0509,Da capo,Cherinto,Male,Secondo uomo,Padua,Italy
0510,ABAB,Timante,Male,Primo soprano,Naples,Italy
0511,ABC,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Naples,Italy
0512,Dal segno,Dircea,Male,Prima donna,Venice,Italy
0513,Dal segno,Cherinto,Male,Secondo uomo,Venice,Italy
0514,Dal segno,Creusa,Male,Seconda donna,Venice,Italy
0515,Dal segno,Iarba,Male,Tenore,,
0516,AA ,Iarba,Male,Tenore,,
0517,Dal segno,Matusio,Male,Parte ultima,Munich,Empire
0518,Dal segno,Dircea,Male,Prima donna,Munich,Empire
0519,Dal segno,Demofoonte,Male,Tenore,Munich,Empire
0520,Dal segno,Timante,Male,Primo soprano,Munich,Empire
0521,AA ,Cherinto,Male,Secondo uomo,Munich,Empire
0522,Dal segno,Creusa,Male,Seconda donna,Munich,Empire
0523,Dal segno,Cherinto,Male,Secondo uomo,Munich,Empire
0524,Da capo,Dircea,Male,Prima donna,Munich,Empire
0525,Da capo,Timante,Male,Primo soprano,Munich,Empire
0526,Dal segno,Creusa,Male,Seconda donna,Munich,Empire
0527,Dal segno,Timante,Male,Primo soprano,Munich,Empire
0528,Dal segno,Matusio,Male,Parte ultima,Munich,Empire
0529,Dal segno,Cherinto,Male,Secondo uomo,Munich,Empire
0530,Dal segno,Demofoonte,Male,Tenore,Munich,Empire
0531,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Munich,Empire
0532,Dal segno,Adrasto,Male,Settima parte,Munich,Empire
0533,Dal segno,Cherinto,Male,Secondo uomo,Munich,Empire
0534,Dal segno,Matusio,Male,Parte ultima,Munich,Empire
0535,Dal segno,Demofoonte,Male,Tenore,Munich,Empire
0536,Da capo,Dircea,Male,Prima donna,Munich,Empire
0537,Dal segno,Creusa,Male,Seconda donna,Munich,Empire
0538,Da capo,Creusa,Male,Seconda donna,Padua,Italy
0539,Da capo,Demofoonte,Male,Tenore,Padua,Italy
0540,Dal segno,Matusio,Male,Parte ultima,Dresden,Empire
0541,Dal segno,Dircea,Male,Prima donna,Dresden,Empire
0542,Dal segno,Timante,Male,Primo soprano,Dresden,Empire
0543,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Turin,Italy
0544,Da capo,Timante,Male,Primo soprano,Turin,Italy
0545,Da capo,Cherinto,Male,Secondo uomo,Turin,Italy
0546,ABA,Matusio,Male,Parte ultima,Turin,Italy
0547,Dal segno,Demofoonte,Male,Tenore,Turin,Italy
0548,Da capo,Dircea,Male,Prima donna,Turin,Italy
0549,Dal segno,"Dircea,Timante,Demofoonte",Male&Male&Male,"Prima donna,Primo soprano,Tenore",Venice,Italy
0550,Dal segno,Adrasto,Male,Settima parte,Venice,Italy
0551,Dal segno,Cherinto,Male,Secondo uomo,Venice,Italy
0552,Dal segno,Timante,Male,Primo soprano,Venice,Italy
0553,Dal segno,Demofoonte,Male,Tenore,Venice,Italy
0554,Dal segno,Dircea,Male,Prima donna,Venice,Italy
0555,Dal segno,Creusa,Male,Seconda donna,Venice,Italy
0556,Dal segno,Creusa,Male,Seconda donna,Dresden,Empire
0557,Da capo,Demofoonte,Male,Tenore,Turin,Italy
0558,Da capo,Creusa,Male,Seconda donna,Turin,Italy
0559,Dal segno,Demofoonte,Male,Tenore,Turin,Italy
0560,Da capo,Adrasto,Male,Settima parte,Turin,Italy
0561,Dal segno,Matusio,Male,Parte ultima,Naples,Italy
0562,Dal segno,Dircea,Male,Prima donna,Naples,Italy
0563,Dal segno,Demofoonte,Male,Tenore,Naples,Italy
0564,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0565,Dal segno,Creusa,Male,Seconda donna,Naples,Italy
0566,Dal segno,Cherinto,Male,Secondo uomo,Naples,Italy
0567,ABA,Dircea,Male,Prima donna,Naples,Italy
0568,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0569,Dal segno,Creusa,Male,Seconda donna,Naples,Italy
0570,Dal segno,Timante,Male,Primo soprano,Naples,Italy
0571,Dal segno,Demofoonte,Male,Tenore,Naples,Italy
0572,Da capo,Cherinto,Male,Secondo uomo,Naples,Italy
0573,Dal segno,Creusa,Male,Seconda donna,Naples,Italy
0574,Dal segno,Demofoonte,Male,Tenore,Naples,Italy
0575,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Naples,Italy
0576,Da capo,Adrasto,Male,Settima parte,Naples,Italy
0577,Dal segno,Cherinto,Male,Secondo uomo,Naples,Italy
0578,Dal segno,Demofoonte,Male,Tenore,Naples,Italy
0579,Da capo,Dircea,Male,Prima donna,Naples,Italy
0580,Dal segno,Cherinto,Male,Secondo uomo,Copenhagen,Empire
0581,Dal segno,Matusio,Male,Parte ultima,Copenhagen,Empire
0582,Dal segno,Cherinto,Male,Secondo uomo,Copenhagen,Empire
0583,Dal segno,Matusio,Male,Parte ultima,Milan,Italy
0584,Dal segno,Dircea,Male,Prima donna,Milan,Italy
0585,Da capo,Demofoonte,Male,Tenore,Milan,Italy
0586,Da capo,Timante,Male,Primo soprano,Milan,Italy
0587,Da capo,Cherinto,Male,Secondo uomo,Milan,Italy
0588,Dal segno,Creusa,Male,Seconda donna,Milan,Italy
0589,Da capo,Cherinto,Male,Secondo uomo,Milan,Italy
0590,Dal segno,Dircea,Male,Prima donna,Milan,Italy
0591,Da capo,Creusa,Male,Seconda donna,Milan,Italy
0592,Da capo,Timante,Male,Primo soprano,Milan,Italy
0593,Dal segno,Demofoonte,Male,Tenore,Milan,Italy
0594,Da capo,Matusio,Male,Parte ultima,Milan,Italy
0595,Da capo,Dircea,Male,Prima donna,Milan,Italy
0596,Da capo,Cherinto,Male,Secondo uomo,Milan,Italy
0597,Da capo,Creusa,Male,Seconda donna,Milan,Italy
0598,Da capo,Matusio,Male,Parte ultima,Milan,Italy
0599,Dal segno,Timante,Male,Primo soprano,Milan,Italy
0600,Da capo,Dircea,Male,Prima donna,Milan,Italy
0601,Dal segno,Cherinto,Male,Secondo uomo,Milan,Italy
0602,Da capo,Creusa,Male,Seconda donna,Milan,Italy
0603,Da capo,Adrasto,Male,Settima parte,Milan,Italy
0604,Da capo,Demofoonte,Male,Tenore,Milan,Italy
0605,Dal segno,Timante,Male,Primo soprano,Milan,Italy
0606,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Milan,Italy
0607,Da capo,Adrasto,Male,Settima parte,Milan,Italy
0608,Dal segno,Demofoonte,Male,Tenore,Dresden,Empire
0609,Da capo,Dircea,Male,Prima donna,Dresden,Empire
0610,Dal segno,Creusa,Male,Seconda donna,Dresden,Empire
0611,Da capo,Cherinto,Male,Secondo uomo,Turin,Italy
0612,Da capo,Demofoonte,Male,Tenore,Turin,Italy
0613,Dal segno,Matusio,Male,Parte ultima,Reggio Emilia,Italy
0614,Dal segno,Dircea,Male,Prima donna,Reggio Emilia,Italy
0615,Da capo,Demofoonte,Male,Tenore,Reggio Emilia,Italy
0616,Dal segno,Timante,Male,Primo soprano,Reggio Emilia,Italy
0617,Dal segno,Cherinto,Male,Secondo uomo,Reggio Emilia,Italy
0618,Dal segno,Creusa,Male,Seconda donna,Reggio Emilia,Italy
0619,Da capo,Cherinto,Male,Secondo uomo,Reggio Emilia,Italy
0620,Da capo,Timante,Male,Primo soprano,Reggio Emilia,Italy
0621,Da capo,Dircea,Male,Prima donna,Reggio Emilia,Italy
0622,Da capo,Timante,Male,Primo soprano,Reggio Emilia,Italy
0623,Dal segno,Demofoonte,Male,Tenore,Reggio Emilia,Italy
0624,Dal segno,Matusio,Male,Parte ultima,Reggio Emilia,Italy
0625,Dal segno,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Reggio Emilia,Italy
0626,ABA,Dircea,Male,Prima donna,Reggio Emilia,Italy
0627,Dal segno,Cherinto,Male,Secondo uomo,Reggio Emilia,Italy
0628a,Dal segno,Creusa,Male,Seconda donna,Reggio Emilia,Italy
0628b,Dal segno,Creusa,Male,Seconda donna,Reggio Emilia,Italy
0629,Da capo,Demofoonte,Male,Tenore,Reggio Emilia,Italy
0630,Da capo,Adrasto,Male,Settima parte,Reggio Emilia,Italy
0631,Dal segno,Cherinto,Male,Secondo uomo,Reggio Emilia,Italy
0632,AA ,Matusio,Male,Parte ultima,Reggio Emilia,Italy
0633,Dal segno,Creusa,Male,Seconda donna,Reggio Emilia,Italy
0634,Da capo,Dircea,Male,Prima donna,Reggio Emilia,Italy
0635,Da capo,Gandarte,Male,Secondo uomo,Rome,Italy
0636,Dal segno,Poro,Male,Primo soprano,Rome,Italy
0637,Da capo,Alessandro,Male,Tenore,Rome,Italy
0638,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0639,Da capo,Timagene,Male,Parte ultima,Rome,Italy
0640,A,Poro,Male,Primo soprano,Rome,Italy
0641,Da capo,Cleofide,Male,Prima donna,Rome,Italy
0642,Da capo,Poro,Male,Primo soprano,Rome,Italy
0643,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0644,Da capo,Gandarte,Male,Secondo uomo,Rome,Italy
0645,Da capo,Alessandro,Male,Tenore,Rome,Italy
0646,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Rome,Italy
0647,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0648,Dal segno,Poro,Male,Primo soprano,Rome,Italy
0649,Da capo,Alessandro,Male,Tenore,Rome,Italy
0650,Da capo,Cleofide,Male,Prima donna,Rome,Italy
0651,Da capo,Timagene,Male,Parte ultima,Rome,Italy
0652,Da capo,Timagene,Male,Parte ultima,Rome,Italy
0653,Da capo,Alessandro,Male,Tenore,Rome,Italy
0654,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Rome,Italy
0655,Da capo,Gandarte,Male,Secondo uomo,Rome,Italy
0656,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0657,Da capo,Poro,Male,Primo soprano,Rome,Italy
0658,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Rome,Italy
0659,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0660,Da capo,Alessandro,Male,Tenore,Rome,Italy
0661,Da capo,Poro,Male,Primo soprano,Rome,Italy
0662,Da capo,Gandarte,Male,Secondo uomo,Rome,Italy
0663,Da capo,Erissena,Male,Seconda donna,Rome,Italy
0664,AA ,Cleofide,Male,Prima donna,Rome,Italy
0665,Dal segno,Selene,Male,Seconda donna,Madrid,Spain
0666,Dal segno,Enea,Male,Primo soprano,Madrid,Spain
0667,Dal segno,Selene,Male,Seconda donna,Venice,Italy
0668,Da capo,Gandarte,Male,Secondo uomo,Venice,Italy
0669,Da capo,Poro,Male,Primo soprano,Venice,Italy
0670,Dal segno,Alessandro,Male,Tenore,Venice,Italy
0671,Dal segno,Erissena,Male,Seconda donna,Venice,Italy
0672,Dal segno,Timagene,Male,Parte ultima,Venice,Italy
0673,A,Poro,Male,Primo soprano,Venice,Italy
0674,Dal segno,Cleofide,Male,Prima donna,Venice,Italy
0675,Dal segno,Poro,Male,Primo soprano,Venice,Italy
0676,Dal segno,Gandarte,Male,Secondo uomo,Venice,Italy
0677,Dal segno,Alessandro,Male,Tenore,Venice,Italy
0678,ABA,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Venice,Italy
0679,Dal segno,Gandarte,Male,Secondo uomo,Venice,Italy
0680,Dal segno,Erissena,Male,Seconda donna,Venice,Italy
0681,Dal segno,Alessandro,Male,Tenore,Venice,Italy
0682,AA ,Cleofide,Male,Prima donna,Venice,Italy
0683,Dal segno,Poro,Male,Primo soprano,Venice,Italy
0684,ABA,Osmida,Male,Parte ultima,Venice,Italy
0685,Dal segno,Iarba,Male,Tenore,Venice,Italy
0686,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0687,ABA,Iarba,Male,Tenore,Venice,Italy
0688,ABA,Osmida,Male,Parte ultima,Venice,Italy
0689,ABA,Selene,Male,Seconda donna,Venice,Italy
0690,Dal segno,Poro,Male,Primo soprano,Lisbon,Portugal
0691,Dal segno,Alessandro,Male,Tenore,Lisbon,Portugal
0692,Dal segno,Erissena,Male,Seconda donna,Lisbon,Portugal
0693,Dal segno,Timagene,Male,Parte ultima,Lisbon,Portugal
0694,A,Poro,Male,Primo soprano,Lisbon,Portugal
0695,Dal segno,Cleofide,Male,Prima donna,Lisbon,Portugal
0696,Dal segno,Gandarte,Male,Secondo uomo,Lisbon,Portugal
0697,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Lisbon,Portugal
0698,Dal segno,Poro,Male,Primo soprano,Lisbon,Portugal
0699,Dal segno,Gandarte,Male,Secondo uomo,Lisbon,Portugal
0700,Dal segno,Alessandro,Male,Tenore,Venice,Italy
0701,Dal segno,Cleofide,Male,Prima donna,Venice,Italy
0702,Dal segno,Cleofide,Male,Prima donna,Venice,Italy
0703,Dal segno,Alessandro,Male,Tenore,Venice,Italy
0704,Dal segno,Timagene,Male,Parte ultima,Venice,Italy
0705,Da capo,Poro,Male,Primo soprano,Venice,Italy
0706,Dal segno,Gandarte,Male,Secondo uomo,Venice,Italy
0707,Dal segno,Erissena,Male,Seconda donna,Venice,Italy
0708,AA ,Cleofide,Male,Prima donna,Venice,Italy
0709,Dal segno,Cleofide,Male,Prima donna,Lisbon,Portugal
0710,Dal segno,Poro,Male,Primo soprano,Lisbon,Portugal
0711,Dal segno,Alessandro,Male,Tenore,Lisbon,Portugal
0712,Dal segno,Cleofide,Male,Prima donna,Lisbon,Portugal
0713,Dal segno,Gandarte,Male,Secondo uomo,Lisbon,Portugal
0714,Dal segno,Erissena,Male,Seconda donna,Lisbon,Portugal
0715,Dal segno,Cleofide,Male,Prima donna,Lisbon,Portugal
0716,Dal segno,Timagene,Male,Parte ultima,Lisbon,Portugal
0717,Da capo,Poro,Male,Primo soprano,Lisbon,Portugal
0718,Dal segno,Erissena,Male,Seconda donna,Lisbon,Portugal
0719,Dal segno,Alessandro,Male,Tenore,Lisbon,Portugal
0720,Dal segno,Cleofide,Male,Prima donna,Dresden,Empire
0721,Dal segno,Poro,Male,Primo soprano,Dresden,Empire
0722,Dal segno,Erissena,Male,Seconda donna,Dresden,Empire
0723,Dal segno,Erissena,Male,Seconda donna,Dresden,Empire
0724,Da capo,Timagene,Male,Parte ultima,Dresden,Empire
0725,AA ,Poro,Male,Primo soprano,Dresden,Empire
0726,Dal segno,Cleofide,Male,Prima donna,Dresden,Empire
0727,Da capo,Poro,Male,Primo soprano,Dresden,Empire
0728,Da capo,Cleofide,Male,Prima donna,Dresden,Empire
0729,Dal segno,Gandarte,Male,Secondo uomo,Dresden,Empire
0730,Dal segno,Alessandro,Male,Tenore,Dresden,Empire
0731,Da capo,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Dresden,Empire
0732,Dal segno,Gandarte,Male,Secondo uomo,Dresden,Empire
0733,Da capo,Poro,Male,Primo soprano,Dresden,Empire
0734,Dal segno,Alessandro,Male,Tenore,Dresden,Empire
0735,Dal segno,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Dresden,Empire
0736,Dal segno,Timagene,Male,Parte ultima,Dresden,Empire
0737,Dal segno,Alessandro,Male,Tenore,Dresden,Empire
0738,Dal segno,Gandarte,Male,Secondo uomo,Dresden,Empire
0739,Dal segno,Erissena,Male,Seconda donna,Dresden,Empire
0740,Da capo,Cleofide,Male,Prima donna,Dresden,Empire
0741,Dal segno,Gandarte,Male,Secondo uomo,Dresden,Empire
0742,Dal segno,Cleofide,Male,Prima donna,Dresden,Empire
0743,Dal segno,Erissena,Male,Seconda donna,Dresden,Empire
0744,Dal segno,Alessandro,Male,Tenore,Dresden,Empire
0745,Dal segno,Timagene,Male,Parte ultima,Dresden,Empire
0746,Dal segno,Poro,Male,Primo soprano,Dresden,Empire
0747,Dal segno,Cleofide,Male,Prima donna,Dresden,Empire
0748,Dal segno,Poro,Male,Primo soprano,Prague,Empire
0749,Dal segno,Alessandro,Male,Tenore,Prague,Empire
0750,Dal segno,Erissena,Male,Seconda donna,Prague,Empire
0751,Dal segno,Timagene,Male,Parte ultima,Prague,Empire
0752,AA ,Poro,Male,Primo soprano,Prague,Empire
0753,Dal segno,Cleofide,Male,Prima donna,Prague,Empire
0754,Dal segno,Gandarte,Male,Secondo uomo,Prague,Empire
0755,ABAB,"Cleofide,Poro",Male&Male,"Prima donna,Primo soprano",Prague,Empire
0756,Dal segno,Gandarte,Male,Secondo uomo,Prague,Empire
0757,Dal segno,Erissena,Male,Seconda donna,Prague,Empire
0758,Dal segno,Cleofide,Male,Prima donna,Prague,Empire
0759,Dal segno,Poro,Male,Primo soprano,Prague,Empire
0760,Dal segno,Alessandro,Male,Tenore,Prague,Empire
0761,Dal segno,Cleofide,Male,Prima donna,Prague,Empire
0762,Dal segno,Alessandro,Male,Tenore,Prague,Empire
0763,Dal segno,Poro,Male,Primo soprano,Prague,Empire
0764,ABA,Gandarte,Male,Secondo uomo,Prague,Empire
0765,ABA,Erissena,Male,Seconda donna,Prague,Empire
0766,AA ,Cleofide,Male,Prima donna,Prague,Empire
0767,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0768,Dal segno,Araspe,Male,Secondo uomo,Venice,Italy
0769,Da capo,Iarba,Male,Tenore,Venice,Italy
0770,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0771,Dal segno,Enea,Male,Primo soprano,Venice,Italy
0772,AA ,Didone,Male,Prima donna,Venice,Italy
0773,Dal segno,Didone,Male,Prima donna,Venice,Italy
0774,AA ,Didone,Male,Prima donna,Venice,Italy
0775,Dal segno,Matusio,Male,Parte ultima,Lisbon,Portugal
0776,Dal segno,Dircea,Male,Prima donna,Lisbon,Portugal
0777,Dal segno,Demofoonte,Male,Tenore,Lisbon,Portugal
0778,Dal segno,Adrasto,Male,Settima parte,Lisbon,Portugal
0779,Dal segno,Timante,Male,Primo soprano,Lisbon,Portugal
0780,A,Cherinto,Male,Secondo uomo,Lisbon,Portugal
0781,Dal segno,Creusa,Male,Seconda donna,Lisbon,Portugal
0782,Dal segno,Cherinto,Male,Secondo uomo,Lisbon,Portugal
0783,Dal segno,Dircea,Male,Prima donna,Lisbon,Portugal
0784,Dal segno,Timante,Male,Primo soprano,Lisbon,Portugal
0785,Dal segno,Timante,Male,Primo soprano,Lisbon,Portugal
0786,Dal segno,Demofoonte,Male,Tenore,Lisbon,Portugal
0787,Dal segno,Matusio,Male,Parte ultima,Lisbon,Portugal
0788,Dal segno,Cherinto,Male,Secondo uomo,Lisbon,Portugal
0789,Dal segno,Creusa,Male,Seconda donna,Lisbon,Portugal
0790,Dal segno,Demofoonte,Male,Tenore,Lisbon,Portugal
0791,Da capo,"Dircea,Timante",Male&Male,"Prima donna,Primo soprano",Lisbon,Portugal
0792,Dal segno,Adrasto,Male,Settima parte,Lisbon,Portugal
0793,Dal segno,Cherinto,Male,Secondo uomo,Lisbon,Portugal
0794,Dal segno,Matusio,Male,Parte ultima,Lisbon,Portugal
0795,Dal segno,Demofoonte,Male,Tenore,Lisbon,Portugal
0796,Da capo,Dircea,Male,Prima donna,Lisbon,Portugal
0797,Dal segno,Creusa,Male,Seconda donna,Lisbon,Portugal
0798,Dal segno,Didone,Male,Prima donna,Venice,Italy
0799,ABAB,Gandarte,Male,Secondo uomo,Naples,Italy
0800,ABA,Cleofide,Male,Prima donna,Naples,Italy
0801,ABAB,Alessandro,Male,Tenore,Naples,Italy
0802,ABA,Cleofide,Male,Prima donna,Naples,Italy
0803,AA ,Timagene,Male,Parte ultima,Naples,Italy
0804,ABA,Cleofide,Male,Prima donna,Naples,Italy
0805,ABAB,Alessandro,Male,Tenore,Naples,Italy
0806,ABABA,Gandarte,Male,Secondo uomo,Naples,Italy
