Id,first_phrase_measure,length_first_phrase
1294,14.0,32.0
1295,,13.5
1296,34.0,48.0
1297,28.0,36.0
1298,4.0,6.5
1299,25.0,44.0
1300,34.0,42.0
1301,2.0,9.0
1302,18.0,21.0
1303,,82.0
1304,24.0,31.0
1305,21.0,38.0
1306,18.0,29.0
1307,1.0,12.0
1308,20.0,48.0
1309,,18.0
1310,12.0,23.0
1311,13.0,28.0
1312,14.0,26.0
1313,26.0,32.0
1314,23.0,27.0
1315,28.0,41.0
1316,18.0,37.0
1317,4.0,11.0
1318,,29.0
1319,3.0,12.0
1320,8.0,23.0
1321,9.0,31.0
1322,21.0,38.0
1323,23.0,49.0
1324,20.0,34.0
1325,19.0,14.0
1326,,28.0
1327,25.0,58.0
1328,17.0,30.0
1329,25.0,38.0
1330,25.0,45.0
1331,19.0,34.0
1332,24.0,38.0
1333,18.0,36.0
1334,11.0,21.0
1335,2.0,37.0
1336,14.0,17.0
1337,48.0,47.0
1338,2.0,18.0
1339,15.0,30.0
1340,8.0,23.0
1341,18.0,25.0
1342,14.0,31.0
1343,26.0,46.0
1344,18.0,25.0
1345,3.0,34.0
1346,25.0,50.0
1347,30.0,36.0
1348,40.0,41.0
1349,25.0,24.0
1350,,11.0
1351,6.5,14.5
1352,21.0,49.0
1353,12.0,60.0
1354,17.0,29.0
1355,11.0,28.0
1356,,57.0
1357,25.0,29.0
1358,5.0,6.0
1359,16.0,22.0
1360,2.0,22.0
1361,10.0,23.0
1362,10.0,29.0
1363,25.0,46.0
1364,3.0,39.0
1365,16.0,27.0
1366,12.0,57.0
1367,7.0,15.0
1368,17.0,48.0
1369,5.0,48.0
1370,18.0,27.0
1371,5.0,9.0
1372,7.0,13.0
1373,14.0,23.0
1374,16.0,31.0
1375,29.0,39.0
1376,23.0,35.0
1377,21.0,36.0
1378,16.0,23.0
1379,17.0,24.5
1380,18.0,40.0
1381,21.0,45.0
1382,11.0,22.5
1383,18.0,25.0
1384,17.0,23.0
1385,21.0,28.0
1386,22.0,24.0
1387,19.0,33.0
1388,18.0,28.0
1389,25.0,31.0
1390,16.0,21.0
1391,30.0,36.0
1392,24.0,18.0
1393,19.0,26.0
1394,14.0,21.0
1395,1.0,21.0
1396,21.0,22.0
1397,18.0,46.0
1398,8.0,10.5
1399,8.0,18.0
1400,15.0,35.0
1401,7.0,10.5
1402,16.0,25.0
1403,20.0,52.0
1404,20.0,62.0
1405,,38.0
1406,23.0,39.0
1407,10.0,15.0
1408,18.0,38.0
1409,,59.0
1410,17.0,21.0
1411,22.0,35.0
1412,16.0,27.0
1413,21.0,27.0
1414,28.0,30.0
1415,34.0,46.0
1416,18.0,27.0
1417,6.0,14.0
1418,16.0,36.0
1419,16.0,31.5
1420,16.0,30.0
1421,11.0,9.5
1422,13.0,23.0
1423,33.0,70.0
1424,20.0,29.0
1425,22.0,33.0
1426,28.0,29.0
1427,11.5,9.0
1428,11.0,16.5
1429,18.0,23.0
1430,6.0,23.0
1431,,36.0
1432,25.0,43.0
1433,12.0,58.0
1434,,17.0
1435,,41.0
1436,,47.0
1437,19.0,36.0
1438,27.0,35.0
1439,19.0,27.0
1440,16.0,31.0
1441,20.0,40.0
1442,18.0,17.0
1443,,16.0
1444,14.0,23.0
1445,,10.0
1446,18.0,27.0
1447,,39.0
1448,11.0,23.0
1449,21.0,29.0
1450,21.0,34.0
1451,26.0,22.0
1452,1.0,26.0
1453,10.0,29.0
1454,6.0,24.0
1455,9.0,19.0
1456,7.0,11.0
1457,21.0,22.0
1458,29.0,50.0
1459,18.0,21.0
1460,,30.0
1461,26.0,28.0
1462,30.0,45.0
1463,20.0,30.0
1464,22.0,29.0
1465,18.0,18.0
1466,,17.0
1467,22.0,21.0
1468,6.0,25.0
1469,24.0,34.0
1470,22.0,27.0
1471,13.0,19.0
1472,24.0,40.0
1473,,21.0
1474,24.0,38.0
1475,10.0,27.0
1476,15.0,22.0
1477,25.0,6.0
1478,,30.0
1479,25.0,50.0
1480,11.0,17.5
1481,18.0,26.0
1482,14.0,15.0
1483,8.0,35.0
1484,21.0,32.0
1485,33.0,43.0
1486,7.0,14.0
1487,24.0,41.0
1488,25.0,45.0
1489,19.0,25.0
1490,33.0,49.0
1491,32.0,52.0
1492,25.0,31.0
1493,27.0,48.0
1494,26.0,38.0
1495,10.0,18.0
1496,21.0,41.0
1497,,55.0
1498,28.0,17.0
1499,40.0,32.0
1500,11.0,10.0
1501,27.0,20.0
1502,27.0,25.0
1503,15.0,13.0
1504,,31.0
1505,9.0,7.0
1506,16.0,12.0
1507,2.0,21.0
1508,30.0,12.0
1509,4.0,29.0
1510,12.0,27.0
1511,26.0,50.0
1512,14.0,23.0
1513,22.0,46.0
1514,25.0,33.0
1515,10.0,6.0
1516,52.0,7.0
1517,,9.0
1518,19.0,28.0
1519,22.0,42.0
1520,32.0,61.0
1521,2.0,37.0
1522,2.0,20.0
1523,11.0,13.0
1524,11.0,13.0
1525,8.0,13.0
1526,,13.0
1527,,5.0
1528,7.5,7.5
1529,21.0,26.0
1530,15.0,11.0
1531,5.5,8.5
1532,15.0,14.0
1533,3.0,4.5
1534,5.5,6.5
1535,12.0,11.0
1536,11.0,12.5
1537,6.0,18.0
1538,8.5,12.0
1539,3.5,8.5
1540,,14.0
1541,24.0,44.0
1542,21.0,34.0
1543,10.5,11.5
1544,17.0,19.5
1545,,31.0
1546,19.0,26.0
1547,15.0,14.5
1548,21.0,21.0
1549,25.0,35.0
1550,11.0,28.0
1551,9.0,21.0
1552,22.0,43.0
1553,9.0,56.0
1554,20.0,20.0
1555,19.0,30.5
1556,18.0,33.0
1557,22.0,39.0
1558,18.0,33.0
1559,22.0,38.0
1560,19.0,41.0
1561,,45.0
1562,,25.0
1563,26.0,45.0
1564,19.0,23.0
1565,10.0,21.0
1566,,65.0
1567,,37.0
1568,13.0,19.0
1569,16.0,38.0
1570,17.0,27.5
1571,25.0,42.0
1572,20.0,23.0
1573,27.0,38.0
1574,14.5,21.5
1575,8.0,2.0
1576,39.0,65.0
1577,18.0,27.0
1578,29.0,48.0
1579,13.0,20.5
1580,24.0,33.0
1581,21.0,40.0
1582,33.0,42.0
1583,9.0,11.0
1584,17.0,18.0
1585,22.0,40.0
1586,30.0,50.0
1587,12.0,31.0
1588,21.0,28.0
1589,2.0,55.0
1590,22.0,28.0
1591,11.0,26.0
1592,12.0,22.0
1593,9.0,35.0
1594,15.0,31.0
1595,,40.0
1596,5.0,33.0
1597,4.0,33.0
1598,27.0,47.0
1599,,41.0
1600,22.0,35.0
1601,19.0,29.0
1602,14.0,26.0
1603,28.0,36.0
1604,,46.0
1605,41.0,64.0
1606,47.0,71.0
1607,,56.0
1608,,72.0
1609,15.0,18.0
1610,,48.0
1611,,30.0
1612,35.0,50.0
1613,36.0,53.0
1614,2.0,28.0
1615,23.0,14.0
1616,33.0,52.0
1617,21.0,41.0
1618,20.0,32.0
1619,1.0,45.0
1620,17.0,17.0
1621,3.0,38.0
1622,19.0,34.0
1623,20.0,48.0
1624,26.0,24.0
1625,,31.0
1626,18.0,15.0
1627,6.0,2.0
1628,16.0,7.0
1629,5.0,21.0
1630,3.0,24.0
1631,13.0,13.0
1632,7.0,29.0
1633,16.0,8.0
1634,,14.0
1635,13.0,15.0
1636,8.0,25.0
1637,22.0,28.0
1638,,17.0
1639,25.0,30.0
1640,1.0,10.0
1641,13.0,36.0
1642,12.0,19.0
1643,4.0,17.0
1644,,22.0
1645,8.0,14.0
1646,,18.0
1647,9.0,22.0
1648,12.0,27.0
1649,1.5,20.0
1650,12.0,14.5
1651,19.0,27.0
1652,14.0,33.0
1653,10.5,17.5
1654,30.0,38.0
1655,,18.0
1656,23.0,27.0
1657,10.0,20.0
1658,19.0,26.0
1659,,20.0
1660,,13.0
1661,6.5,12.5
1662,,16.0
1663,12.0,29.0
1664,21.0,28.0
1665,25.0,40.0
1666,20.0,33.0
1667,19.0,31.0
1668,,21.5
1669,19.0,38.0
1670,2.0,32.0
1671,,24.0
1672,26.0,42.0
1673,18.0,40.0
1674,12.0,29.0
1675,23.0,38.0
1676,18.0,38.0
1677,22.0,43.0
1678,20.0,18.0
1679,1.0,50.0
1680,14.0,40.0
1681,19.0,12.0
1682,19.0,26.0
1683,5.0,39.0
1684,14.0,41.0
1685,24.0,39.0
1686,17.0,35.0
1687,22.0,36.0
1688,11.0,22.0
1689,11.0,19.0
1690,,56.0
1691,16.0,28.0
1692,15.0,23.0
1693,15.0,39.0
1694,11.0,30.0
1695,4.0,19.0
1696,4.0,29.0
1697,,34.0
1698,2.0,22.0
1699,,32.0
1700,22.0,34.0
1701,18.0,38.0
1702,9.0,37.0
1703,21.0,37.0
1704,23.0,36.0
1705,8.0,14.5
1706,19.0,31.0
1707,,32.0
1708,9.0,9.5
1709,18.0,32.0
1710,,40.0
1711,11.0,14.5
1712,21.0,34.0
1713,21.0,48.0
1714,18.0,21.0
1715,10.0,45.0
1716,,29.0
1717,16.0,12.0
1718,20.0,43.0
1719,9.0,23.0
1720,17.0,17.0
1721,5.0,12.5
1722,19.0,33.0
1723,10.0,12.0
1724,,22.0
1725,22.0,43.0
1726,11.0,20.0
1727,18.0,33.0
1728,20.0,17.0
1729,10.0,9.5
1730,8.0,50.0
1731,,15.0
1732,20.0,12.0
1733,26.0,31.0
1734,14.0,15.0
1735,9.0,8.0
1736,6.0,13.0
1737,,51.0
1738,24.0,40.0
1739,33.0,35.0
1740,4.0,59.0
1741,16.0,25.0
1742,12.0,35.0
1743,23.0,57.0
1744,9.0,8.0
1745,5.0,30.0
1746,4.0,19.0
1747,16.0,11.0
1748,33.0,32.0
1749,,31.0
1750,8.0,23.0
1751,,71.0
1752,11.0,40.0
1753,9.0,24.0
1754,10.0,9.0
1755,18.0,22.0
1756,10.0,16.5
1757,19.0,42.0
1758,,36.0
1759,15.0,35.0
1760,16.0,33.0
1761,26.0,27.0
1762,4.0,36.0
1763,17.0,31.0
1764,16.0,22.0
1765,27.0,28.0
1766,5.0,25.0
1767,16.0,19.0
1768,25.0,43.0
1769,9.0,33.0
1770,12.0,36.0
1771,22.0,25.0
1772,30.0,16.0
1773,20.0,26.0
1774,20.0,18.0
1775,23.0,45.0
1776,24.0,29.0
1777,17.0,
1778,25.0,35.0
1779,22.0,26.0
1780,29.0,32.0
1781,8.0,30.0
1782,4.0,16.0
1783,,32.0
1784,12.0,10.0
1785,8.0,16.5
1786,24.0,45.0
1787,22.0,29.0
1788,20.0,10.0
1789,13.0,33.0
1790,26.0,56.0
1791,18.0,25.0
1792,14.0,23.0
1793,19.0,48.0
1794,14.0,48.0
1795,,55.0
1796,22.0,45.0
1797,,38.0
1798,13.0,36.0
1799,19.0,29.0
1800,12.0,18.0
1801,19.0,25.0
1802,18.0,26.0
1803,11.5,15.5
1804,3.0,28.0
1805,4.0,20.0
1806,,53.0
1807,5.0,13.0
1808,13.0,41.0
1809,4.0,32.0
1810,12.0,36.0
1811,6.0,15.0
1812,4.0,13.0
1813,9.0,24.0
1814,13.0,31.0
1815,8.0,23.0
1816,10.0,51.0
1817,,22.0
1818,2.0,34.0
1819,,27.0
1820,20.0,39.0
1821,8.0,17.0
1822,3.0,29.0
1823,18.0,33.0
1824,16.0,23.0
1825,28.0,40.0
1826,18.0,36.0
1827,3.0,14.0
1828,23.0,34.0
1829,26.0,33.0
1830,5.0,12.0
1831,13.0,39.0
1832,15.0,38.0
1833,23.0,35.0
1834,15.0,9.0
1835,16.0,27.0
1836,,
1837,,
1838,,
1839,,
1840,,
1841,,
1842,,
1843,,
1844,,
1845,,
1846,,
1847,,
1848,,
1849,,
1850,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
